Course Name,Course Type,Course Status,Country/Territory,Priority,Training Provider,Managed Type,Delivery Tool Platform,Display Course Type,Course Hours,Year,Participants,Main Domain
Virtual - A&D : APQP - 8D,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,9.0,Cross Accenture
Virtual - A&D : APQP - Serious game,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,3.0,2020,6.0,Cross Accenture
CFM Fundamentals,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Classroom,24.0,2020,40.0,Cross Accenture
CFM Fundamentals,Classroom,Active,Netherlands,Discretionary,Accenture Central,Central,-,Classroom,24.0,2019,12.0,Cross Accenture
VMware Workspace ONE: Deploy and Manage [v20.0.],Classroom,Active,France,Discretionary,Accenture Central,Central,Zoom,Virtual,45.0,2020,1.0,Cross Accenture
VMware Workspace ONE: Deploy and Manage [v20.0.],Classroom,Active,France,Discretionary,Accenture Central,Central,Zoom,Virtual,45.0,2020,1.0,Cross Accenture
VMware Workspace ONE: Deploy and Manage [v20.0.],Classroom,Active,France,Discretionary,Accenture Central,Central,Zoom,Virtual,45.0,2021,2.0,Cross Accenture
VMware Workspace ONE: Deploy and Manage [v20.0.],Classroom,Active,France,Discretionary,Accenture Central,Central,Zoom,Virtual,45.0,2021,2.0,Cross Accenture
Formation et certification ScrumMaster,Classroom,Active,France,Discretionary,OCTO Technology,Local,Live Meeting,Classroom,14.0,2019,111.0,Core Curriculum
Formation et certification ScrumMaster,Classroom,Active,France,Discretionary,OCTO Technology,Local,Live Meeting,Classroom,14.0,2019,111.0,Core Curriculum
Formation et certification ScrumMaster,Classroom,Active,France,Discretionary,OCTO Technology,Local,Live Meeting,Classroom,14.0,2020,639.0,Core Curriculum
Formation et certification ScrumMaster,Classroom,Active,France,Discretionary,OCTO Technology,Local,Live Meeting,Classroom,14.0,2020,639.0,Core Curriculum
Formation et certification ScrumMaster,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,14.0,2021,927.0,Core Curriculum
Formation et certification ScrumMaster,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,14.0,2021,927.0,Core Curriculum
Formation et certification ScrumMaster,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,14.0,2022,1008.0,Core Curriculum
Formation et certification ScrumMaster,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,14.0,2022,1008.0,Core Curriculum
Advanced Machine Learning Forum Series,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Virtual,1.0,2019,12.0,Cross Accenture
Advanced Machine Learning Forum Series,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.0,2020,37.0,Cross Accenture
FY20 Java Webinar Series GDN Development,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2019,2.0,Cross Accenture
FY20 Java Webinar Series GDN Development,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,74.0,Cross Accenture
CFO & EV Virtual Skill Builder Series,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2019,13.0,Cross Accenture
CFO & EV Virtual Skill Builder Series,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2019,13.0,Cross Accenture
CFO & EV Virtual Skill Builder Series,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2020,132.0,Cross Accenture
CFO & EV Virtual Skill Builder Series,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2020,132.0,Cross Accenture
CFO & EV Virtual Skill Builder Series,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2021,162.0,Cross Accenture
CFO & EV Virtual Skill Builder Series,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2021,162.0,Cross Accenture
FY22 Artificial Intelligence Global Hackathon,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Classroom,16.0,2019,30.0,Cross Accenture
FY22 Artificial Intelligence Global Hackathon,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Classroom,16.0,2019,30.0,Cross Accenture
FY22 Artificial Intelligence Global Hackathon,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2020,730.0,Cross Accenture
FY22 Artificial Intelligence Global Hackathon,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2020,730.0,Cross Accenture
FY22 Artificial Intelligence Global Hackathon,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,750.0,Cross Accenture
FY22 Artificial Intelligence Global Hackathon,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,750.0,Cross Accenture
FY22 Artificial Intelligence Global Hackathon,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2022,850.0,Cross Accenture
FY22 Artificial Intelligence Global Hackathon,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2022,850.0,Cross Accenture
Kubernetes Application Developer,Classroom,Cancelled,France,Discretionary,ZENIKA,Local,Live Meeting,Classroom,21.0,2020,9.0,Cross Accenture
ONLY NANTES: Approche Testing,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,7.0,2020,7.0,IPS
BigID Professional,Classroom,Cancelled,France,Discretionary,BigID,Local,Live Meeting,Classroom,16.0,2021,10.0,Cross Accenture
BigID Professional,Classroom,Cancelled,France,Discretionary,BigID,Local,MS Teams,Virtual,16.0,2020,7.0,Cross Accenture
CERCLE DELIVERY - Comment faire un feedback ? - L8 & above,Classroom,Active,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,2.0,2020,9.0,Delivery
CERCLE DELIVERY - Comment faire un feedback ? - L8 & above,Classroom,Active,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,2.0,2020,9.0,Delivery
CERCLE DELIVERY - Comment faire un feedback ? - L8 & above,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,30.0,Delivery
CERCLE DELIVERY - Comment faire un feedback ? - L8 & above,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,30.0,Delivery
CERCLE DELIVERY - Comment faire un feedback ? L11 - L9,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,8.0,Delivery
CERCLE DELIVERY - Comment faire un feedback ? L11 - L9,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,8.0,Delivery
CERCLE DELIVERY - Comment faire un feedback ? L11 - L9,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,58.0,Delivery
CERCLE DELIVERY - Comment faire un feedback ? L11 - L9,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,58.0,Delivery
CERCLE DELIVERY - Comment faire un feedback ? L11 - L9,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2022,67.0,Delivery
CERCLE DELIVERY - Comment faire un feedback ? L11 - L9,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2022,67.0,Delivery
Comment combiner business et impact social et environnemental positif,Classroom,Active,France,Discretionary,MYSEZAME,Local,Live Meeting,Classroom,3.5,2019,12.0,Sustainability
Comment combiner business et impact social et environnemental positif,Classroom,Active,France,Discretionary,MYSEZAME,Local,Live Meeting,Classroom,3.5,2020,30.0,Sustainability
SAFe Scrum Master (SSM),Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,6.0,Core Curriculum
SAFe Scrum Master (SSM),Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,6.0,Core Curriculum
Next Generation HR and Finance Workshop,Classroom,Cancelled,France,Discretionary,Accenture Central,Central,-,Classroom,36.0,2020,15.0,Cross Accenture
Nozomi Networks Certified Engineer Training,Classroom,Cancelled,France,Discretionary,Nozomi,Local,Live Meeting,Classroom,24.0,2020,4.0,Cross Accenture
Préparation et Postures de Négociation,Classroom,Active,France,Discretionary,Mercatès,Local,Live Meeting,Classroom,8.0,2020,20.0,Sales
Dell Boomi Training for Development and Operation,Classroom,Cancelled,France,Discretionary,DELL,Local,Live Meeting,Classroom,24.0,2020,6.0,Cross Accenture
L’Art du pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,Live Meeting,Classroom,4.0,2019,15.0,Cross Accenture
L’Art du pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,Live Meeting,Classroom,4.0,2019,15.0,Cross Accenture
L’Art du pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,Live Meeting,Classroom,4.0,2020,49.0,Cross Accenture
L’Art du pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,Live Meeting,Classroom,4.0,2020,49.0,Cross Accenture
L’Art du pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,MS Teams,Virtual,4.0,2021,76.0,Cross Accenture
L’Art du pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,MS Teams,Virtual,4.0,2021,76.0,Cross Accenture
L’Art du pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,MS Teams,Virtual,4.0,2022,85.0,Cross Accenture
L’Art du pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,MS Teams,Virtual,4.0,2022,85.0,Cross Accenture
De la présentation au pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,Live Meeting,Classroom,7.0,2019,42.0,Cross Accenture
De la présentation au pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,Live Meeting,Classroom,7.0,2019,42.0,Cross Accenture
De la présentation au pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,Live Meeting,Classroom,7.0,2020,133.0,Cross Accenture
De la présentation au pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,Live Meeting,Classroom,7.0,2020,133.0,Cross Accenture
De la présentation au pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,MS Teams,Virtual,7.0,2021,211.0,Cross Accenture
De la présentation au pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,MS Teams,Virtual,7.0,2021,211.0,Cross Accenture
De la présentation au pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,MS Teams,Virtual,8.0,2022,225.0,Cross Accenture
De la présentation au pitch,Classroom,Active,France,Discretionary,TimetoPitch,Local,MS Teams,Virtual,8.0,2022,225.0,Cross Accenture
Activez vos Talents,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,2.0,2020,12.0,Cross Accenture
Storytelling ou les ressorts d’une communication efficace – Finance Only,Classroom,Active,France,Discretionary,Ifoyaka,Local,MS Teams,Virtual,16.0,2021,44.0,Cross Accenture
Storytelling ou les ressorts d’une communication efficace – Finance Only,Classroom,Active,France,Discretionary,Ifoyaka,Local,MS Teams,Virtual,16.0,2021,44.0,Cross Accenture
Episode 2 : JEDI –« Equipe » - Executive Team Driver – Innover et fédérer avec de nouveaux de management d'équipe,Classroom,Cancelled,France,Discretionary,Be Lead & Foster,Local,MS Teams,Virtual,4.0,2020,14.0,Leadership Development
Basics Of Project Management (replay),Virtual,Cancelled,France,Discretionary,Accenture Central,Central,-,Virtual,1.2,2020,1.0,Delivery
ONLY NANTES: Docker,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,2.0,2020,8.0,Cross Accenture
Formation et certification Product Owner,Classroom,Active,France,Discretionary,OCTO Technology,Local,Live Meeting,Classroom,14.0,2019,136.0,Core Curriculum
Formation et certification Product Owner,Classroom,Active,France,Discretionary,OCTO Technology,Local,Live Meeting,Classroom,14.0,2019,136.0,Core Curriculum
Formation et certification Product Owner,Classroom,Active,France,Discretionary,OCTO Technology,Local,Live Meeting,Classroom,14.0,2020,864.0,Core Curriculum
Formation et certification Product Owner,Classroom,Active,France,Discretionary,OCTO Technology,Local,Live Meeting,Classroom,14.0,2020,864.0,Core Curriculum
Formation et certification Product Owner,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,14.0,2021,1336.0,Core Curriculum
Formation et certification Product Owner,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,14.0,2021,1336.0,Core Curriculum
Formation et certification Product Owner,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,14.0,2022,1412.0,Core Curriculum
Formation et certification Product Owner,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,14.0,2022,1412.0,Core Curriculum
Accenture Interactive Learning Series,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2019,16.0,Cross Accenture
Accenture Interactive Learning Series,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2019,16.0,Cross Accenture
Accenture Interactive Learning Series,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2020,122.0,Cross Accenture
Accenture Interactive Learning Series,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2020,122.0,Cross Accenture
Accenture Interactive Learning Series,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,154.0,Cross Accenture
Accenture Interactive Learning Series,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,154.0,Cross Accenture
AIP+ Architect and Developer Training,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,40.0,2020,10.0,Cross Technology
GTW EMEA: Microsoft Teams - Tips & Tricks (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,-,Virtual,1.0,2020,480.0,Cross Technology
GTW EMEA: Microsoft Teams - Tips & Tricks (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,-,Virtual,1.0,2019,280.0,Cross Technology
GTW AMR: ​​Microsoft Teams - Tips & Tricks (CIO Technology Workshop),Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2019,80.0,Cross Technology
GTW AMR: ​​Microsoft Teams - Tips & Tricks (CIO Technology Workshop),Classroom,Cancelled,France,Discretionary,Accenture Local,Local,-,Virtual,1.0,2020,105.0,Cross Technology
A&D Academy - PFMEA Awareness,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,15.0,Cross Accenture
Sensibilisation à l'intelligence artificielle Strategy and Consulting only,Classroom,Active,France,Discretionary,ADEFIA,Local,Live Meeting,Classroom,4.5,2019,33.0,Cross Accenture
Sensibilisation à l'intelligence artificielle Strategy and Consulting only,Classroom,Active,France,Discretionary,ADEFIA,Local,Live Meeting,Classroom,4.5,2019,33.0,Cross Accenture
Sensibilisation à l'intelligence artificielle Strategy and Consulting only,Classroom,Active,France,Discretionary,ADEFIA,Local,MS Teams,Virtual,4.5,2020,222.0,Cross Accenture
Sensibilisation à l'intelligence artificielle Strategy and Consulting only,Classroom,Active,France,Discretionary,ADEFIA,Local,MS Teams,Virtual,4.5,2020,222.0,Cross Accenture
Sensibilisation à l'intelligence artificielle Strategy and Consulting only,Classroom,Active,France,Discretionary,ADEFIA,Local,MS Teams,Virtual,3.5,2021,261.0,Cross Accenture
Sensibilisation à l'intelligence artificielle Strategy and Consulting only,Classroom,Active,France,Discretionary,ADEFIA,Local,MS Teams,Virtual,3.5,2021,261.0,Cross Accenture
Living Systems Workshop,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Classroom,16.0,2019,55.0,Cross Accenture
Living Systems Workshop,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Classroom,16.0,2020,455.0,Cross Accenture
ServiceNow GRC Fundamentals,Classroom,Active,France,Discretionary,Accenture Central,Central,Zoom,Virtual,16.0,2020,12.0,Cloud First
Management 3.0 - Devenir Manager Agile,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,16.0,2020,16.0,Core Curriculum
SAFe for Architects - On invitation only,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,24.0,2020,13.0,Cross Technology
SAFe for Architects - On invitation only,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,24.0,2020,13.0,Cross Technology
SAFe for Architects - On invitation only,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,24.0,2021,19.0,Cross Technology
SAFe for Architects - On invitation only,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,24.0,2021,19.0,Cross Technology
Entrainement à la facilitation graphique,Classroom,Active,France,Discretionary,OCTO,Local,Live Meeting,Classroom,7.0,2019,43.0,Cross Accenture
Entrainement à la facilitation graphique,Classroom,Active,France,Discretionary,OCTO,Local,Live Meeting,Classroom,7.0,2020,64.0,Cross Accenture
Data & Analytics in Action: Power of Data Fluency,Classroom,Active,France,Discretionary,Accenture - Classroom,Central,-,Classroom,8.0,2020,276.0,Cross Accenture
Data & Analytics in Action: Power of Data Fluency,Classroom,Active,France,Discretionary,Accenture - Classroom,Central,-,Classroom,8.0,2020,276.0,Cross Accenture
Data & Analytics in Action: Power of Data Fluency,Classroom,Active,France,Discretionary,Accenture - Classroom,Central,MS Teams,Virtual,15.0,2021,584.0,Cross Accenture
